pdf,es,line,context,amount,unit
"ES 04603.5c 휘발성유기화합물-용매추출, 기체크로마토그래프-질량분석법.pdf",ES 04603,0.002 mg/L,정확도 0.002 mg/L 결정계수 (R2) ≥ 0.98 또는 감응계수 (RF)의 상대표준편차 ≤ 25 %,0.002,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"성분별 정량한계는 0.002 mg/L이다. 단, 트리클로로에틸렌은 0.008 mg/L이다.","이 시험기준은 매우 혼탁한 시료를 제외한 지표수, 폐수 등에 적용할 수 있으며, 각 성분별 정량한계는 0.002 mg/L이다. 단, 트리클로로에틸렌은 0.008 mg/L이다. 1.3 간섭물질",0.002,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"성분별 정량한계는 0.002 mg/L이다. 단, 트리클로로에틸렌은 0.008 mg/L이다.","이 시험기준은 매우 혼탁한 시료를 제외한 지표수, 폐수 등에 적용할 수 있으며, 각 성분별 정량한계는 0.002 mg/L이다. 단, 트리클로로에틸렌은 0.008 mg/L이다. 1.3 간섭물질",0.008,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,3.1.2 운반기체는 순도 99.999 % 이상의 질소로 유량은 0.5 mL/min ～ 2,"리가 양호한 것을 택하여 시험한다. 3.1.2 운반기체는 순도 99.999 % 이상의 질소로 유량은 0.5 mL/min ～ 2 mL/min, 시료도입부 온도는 150 ℃ ～ 250 ℃, 컬럼온도는 35 ℃ ～ 250 ℃, 검출",0.5,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,3.2.1  부피플라스크는 50 mL 부피의 유리마개가 달린 것을 사용한다.,"3.2 분석기구 3.2.1  부피플라스크는 50 mL 부피의 유리마개가 달린 것을 사용한다. 3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를",50,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를","3.2.1  부피플라스크는 50 mL 부피의 유리마개가 달린 것을 사용한다. 3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를 사용한다.",1,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를","3.2.1  부피플라스크는 50 mL 부피의 유리마개가 달린 것을 사용한다. 3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를 사용한다.",5,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를","3.2.1  부피플라스크는 50 mL 부피의 유리마개가 달린 것을 사용한다. 3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를 사용한다.",10,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를","3.2.1  부피플라스크는 50 mL 부피의 유리마개가 달린 것을 사용한다. 3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를 사용한다.",25,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를","3.2.1  부피플라스크는 50 mL 부피의 유리마개가 달린 것을 사용한다. 3.2.2   미량주사기는 1 μL, 5 μL, 10 μL, 25 μL, 100 μL 부피의 액체용 주사기를 사용한다.",100,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,25 mL 부피플라스크에 메탄올 20 mL를 넣고 휘발성유기화합물 (순도 >,"4.2.1.2 25 mL 부피플라스크에 메탄올 20 mL를 넣고 휘발성유기화합물 (순도 > 98 % 이상 사용)을 일정량 주입한 후, 정확하게 무게 증가량을 잰다. 마지막으로",25,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"10 mL 부피플라스크에 메탄올 약 5 mL를 넣은 후, 상기에 제조한 각각의 표준원","2022 10 mL 부피플라스크에 메탄올 약 5 mL를 넣은 후, 상기에 제조한 각각의 표준원 액 (1 000 mg/L) 일정액을 정확히 취하여 넣고 메탄올을 첨가하여 표선을 채운다.",10,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,액 (1 000 mg/L) 일정액을 정확히 취하여 넣고 메탄올을 첨가하여 표선을 채운다.,"10 mL 부피플라스크에 메탄올 약 5 mL를 넣은 후, 상기에 제조한 각각의 표준원 액 (1 000 mg/L) 일정액을 정확히 취하여 넣고 메탄올을 첨가하여 표선을 채운다. 이 용액은 될 수 있는 대로 여러 개의 바이알에 공기층이 남지 않도록 나누어 넣은",000,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,4.2.3.2  25 mL 부피플라스크에 메탄올 20 mL를 넣고 내부표준물질 고순도시약,"국제적으로 잘 알려진 표준물질 제조회사로부터 구입하여 사용할 수 있다. 4.2.3.2  25 mL 부피플라스크에 메탄올 20 mL를 넣고 내부표준물질 고순도시약 (순도 > 98 % 이상 사용)를 일정량 주입한 후, 정확하게 무게 증가량을 잰다. 마지",25,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"10 mL 부피플라스크에 메탄올 약 5 mL를 넣은 후, 상기에 제조한 각각의 내부표준","4.2.4 혼합내부표준용액 10 mL 부피플라스크에 메탄올 약 5 mL를 넣은 후, 상기에 제조한 각각의 내부표준 원액 일정액을 정확히 취하여 넣고 메탄올을 첨가하여 표선을 채운다. 이 용액은",10,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,채취한 시료 40 mL를 50 mL 공전 부피실린더에 조용히 옮기고 기체크로마토그래,7.1 전처리 채취한 시료 40 mL를 50 mL 공전 부피실린더에 조용히 옮기고 기체크로마토그래 프용 헥산 10 mL를 넣어 밀봉한 다음 10 초 ∼ 20 초간 세게 흔들어 섞고 정치한,50,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,정확히 1 μL ～ 2 μL 취하여 직접 기체크로마토그래피에 주입한다.,7.2.1.1 전처리한 용액이 분리되면 상부 헥산층의 일부를 미량주사기를 사용하여 정확히 1 μL ～ 2 μL 취하여 직접 기체크로마토그래피에 주입한다. -  6  -,1,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,정확히 1 μL ～ 2 μL 취하여 직접 기체크로마토그래피에 주입한다.,7.2.1.1 전처리한 용액이 분리되면 상부 헥산층의 일부를 미량주사기를 사용하여 정확히 1 μL ～ 2 μL 취하여 직접 기체크로마토그래피에 주입한다. -  6  -,2,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,7.2.2.1  전처리한 용액 5 mL에 내부표준용액 (1.0 mg/L)을 정확하게 일정량을,"7.2.2 내부표준법 7.2.2.1  전처리한 용액 5 mL에 내부표준용액 (1.0 mg/L)을 정확하게 일정량을 첨가하고, 혼합한 후 헥산층의 일부를 미량주사기를 사용하여 정확히 1 μL ～ 2 μL",1.0,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"첨가하고, 혼합한 후 헥산층의 일부를 미량주사기를 사용하여 정확히 1 μL ～ 2 μL","7.2.2.1  전처리한 용액 5 mL에 내부표준용액 (1.0 mg/L)을 정확하게 일정량을 첨가하고, 혼합한 후 헥산층의 일부를 미량주사기를 사용하여 정확히 1 μL ～ 2 μL 취하여 직접 기체크로마토그래프에 주입한다.",1,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"첨가하고, 혼합한 후 헥산층의 일부를 미량주사기를 사용하여 정확히 1 μL ～ 2 μL","7.2.2.1  전처리한 용액 5 mL에 내부표준용액 (1.0 mg/L)을 정확하게 일정량을 첨가하고, 혼합한 후 헥산층의 일부를 미량주사기를 사용하여 정확히 1 μL ～ 2 μL 취하여 직접 기체크로마토그래프에 주입한다.",2,μL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"7.3.1.1 헥산 5 mL를 정확히 취하여 10 mL 부피플라스크에 주입한 다음, 휘발성","7.3.1 검정곡선법 7.3.1.1 헥산 5 mL를 정확히 취하여 10 mL 부피플라스크에 주입한 다음, 휘발성 유기화합물 혼합표준용액 (1.0 mg/L)을 단계적으로 취하여 3개 농도 이상으로 첨가",10,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,유기화합물 혼합표준용액 (1.0 mg/L)을 단계적으로 취하여 3개 농도 이상으로 첨가,"7.3.1.1 헥산 5 mL를 정확히 취하여 10 mL 부피플라스크에 주입한 다음, 휘발성 유기화합물 혼합표준용액 (1.0 mg/L)을 단계적으로 취하여 3개 농도 이상으로 첨가 한 후 헥산으로 표선을 맞춘다. 필요에 따라 사용하는 표준용액의 양과 개수를 달",1.0,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"7.3.2.1 헥산 5 mL를 정확히 취하여 10 mL 부피플라스크에 주입한 다음, 휘발성","7.3.2 내부표준법 7.3.2.1 헥산 5 mL를 정확히 취하여 10 mL 부피플라스크에 주입한 다음, 휘발성 -  7  -",10,mL
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,유기화합물 혼합표준용액 (1.0 mg/L)을 단계적으로 취하여 3 개 농도 이상으로 넣,"2022 유기화합물 혼합표준용액 (1.0 mg/L)을 단계적으로 취하여 3 개 농도 이상으로 넣 고, 내부표준용액 (1.0 mg/L)을 정확히 일정량 취하여 시료에 첨가한 후, 헥산으로",1.0,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"고, 내부표준용액 (1.0 mg/L)을 정확히 일정량 취하여 시료에 첨가한 후, 헥산으로","유기화합물 혼합표준용액 (1.0 mg/L)을 단계적으로 취하여 3 개 농도 이상으로 넣 고, 내부표준용액 (1.0 mg/L)을 정확히 일정량 취하여 시료에 첨가한 후, 헥산으로 표선을 맞춘다. 필요에 따라 사용하는 표준용액의 양과 개수를 달리 할 수 있다.",1.0,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"0.002 mg/L (단, 트리클로로에틸렌은 0.008 mg/L)","정확도 0.002 mg/L (단, 트리클로로에틸렌은 0.008 mg/L) 결정계수 (R2) ≥ 0.98 또는 감응계수 (RF)의 상대표준편차 ≤ 25 %",0.002,mg
"ES 04603.6c 휘발성유기화합물-용매추출, 기체크로마토그래피.pdf",ES 04603,"0.002 mg/L (단, 트리클로로에틸렌은 0.008 mg/L)","정확도 0.002 mg/L (단, 트리클로로에틸렌은 0.008 mg/L) 결정계수 (R2) ≥ 0.98 또는 감응계수 (RF)의 상대표준편차 ≤ 25 %",0.008,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,1.2.3 이 방법에 의한 지표수 중에 폼알데하이드의 정량한계는 0.020 mg/L이다.,정하는 방법이다. 1.2.3 이 방법에 의한 지표수 중에 폼알데하이드의 정량한계는 0.020 mg/L이다. 1.3  간섭 물질,0.020,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,500 mg 이상 채운 것을 사용한다.,옥타데실기를 화학결합시킨 실리카겔(C18) 또는 동등 이상의 성능을 가진 것으로 500 mg 이상 채운 것을 사용한다. 3.4  고상 추출장치,500,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,4.1.10.2  DNPH는 다음과 같이 정제하여 사용할 수 있다. 200 mL 아세토니트릴,이며 완전히 녹지 않은 경우에는 여과한다. 4.1.10.2  DNPH는 다음과 같이 정제하여 사용할 수 있다. 200 mL 아세토니트릴 에 DNPH를 과포화 되게 넣고 1 시간을 끓인다. 상층에 부유물을 제거한 후 40 ℃,200,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,릴로 결정을 세 번 씻어준다. DNPH 고체상에 200 mL 아세토니트릴을 가한 후 위,로 냉각시킨 후 60 ℃에서 용매의 95 %를 제거한다. 용액을 제거한 후 아세토니트 릴로 결정을 세 번 씻어준다. DNPH 고체상에 200 mL 아세토니트릴을 가한 후 위 의 정제 과정을 반복한다. 불순물의 제거가 만족할 때에 오염이 되지 않게 보관하,200,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,"4.2.1  폼알데하이드 표준원액 (1,000 mg/L)","4.2  표준용액 4.2.1  폼알데하이드 표준원액 (1,000 mg/L) 시판되는 표준원액 (1,000 mg/L)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3 mL","1,000",mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,"시판되는 표준원액 (1,000 mg/L)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3 mL","4.2.1  폼알데하이드 표준원액 (1,000 mg/L) 시판되는 표준원액 (1,000 mg/L)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3 mL 를 취해 물로 희석하여 1 L로 만든 후 표정하여 정확한 농도를 결정한다.","1,000",mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,"시판되는 표준원액 (1,000 mg/L)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3 mL","4.2.1  폼알데하이드 표준원액 (1,000 mg/L) 시판되는 표준원액 (1,000 mg/L)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3 mL 를 취해 물로 희석하여 1 L로 만든 후 표정하여 정확한 농도를 결정한다.",3,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,4.2.1.1.1 200 mL 삼각플라스크에 0.1 M 아황산나트륨용액 25 mL를 취하고 지시,"4.2.1.1 표준원액 제조 시 농도결정 4.2.1.1.1 200 mL 삼각플라스크에 0.1 M 아황산나트륨용액 25 mL를 취하고 지시 약으로 로졸산용액 3 방울을 더해, 염산 (1+11)로 용액의 색이 무색이 될 때까지 넣",200,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,4.2.2  폼알데하이드 표준용액 (100 mg/L),"3.003 : 0.1 M 염산 1 mL의 폼알데하이드상당량 (mg) 4.2.2  폼알데하이드 표준용액 (100 mg/L) 폼알데하이드 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취하고",100,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,"폼알데하이드 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취하고","4.2.2  폼알데하이드 표준용액 (100 mg/L) 폼알데하이드 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취하고 메탄올로 표선까지 채운다. 이 용액 1 mL는 폼알데하이드 0.1 mg을 함유한다.","1,000",mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04605,"폼알데하이드 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취하고","4.2.2  폼알데하이드 표준용액 (100 mg/L) 폼알데하이드 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취하고 메탄올로 표선까지 채운다. 이 용액 1 mL는 폼알데하이드 0.1 mg을 함유한다.",100,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,나타낸다. 측정한 정량한계는 0.020 mg/L 이하의 값이어야 한다.,"6.1.2  표준편차에 3.14 를 곱한 값을 방법검출한계로, 10 을 곱한 값을 정량한계로 나타낸다. 측정한 정량한계는 0.020 mg/L 이하의 값이어야 한다. 6.2  방법바탕시료의 측정",0.020,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,게 전처리․측정하며 측정값은 0.005 mg/L 이하이어야 한다.,blank)를 측정한다. 방법바탕시료는 정제수를 사용하여 7.0항의 실험절차와 동일하 게 전처리․측정하며 측정값은 0.005 mg/L 이하이어야 한다. 6.3  검정곡선의 작성 및 검증,0.005,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,를 0.020 mg/L ～ 1.0 mg/L로 한다. 그러나 측정값이 이 농도범위를 벗어날 경우,6.3.2  검정곡선의 직선성을 검증하기 위하여 검정곡선을 작성할 때에는 정량범위 를 0.020 mg/L ～ 1.0 mg/L로 한다. 그러나 측정값이 이 농도범위를 벗어날 경우 에는 시료를 묽혀서 다시 분석한다.,0.020,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,를 0.020 mg/L ～ 1.0 mg/L로 한다. 그러나 측정값이 이 농도범위를 벗어날 경우,6.3.2  검정곡선의 직선성을 검증하기 위하여 검정곡선을 작성할 때에는 정량범위 를 0.020 mg/L ～ 1.0 mg/L로 한다. 그러나 측정값이 이 농도범위를 벗어날 경우 에는 시료를 묽혀서 다시 분석한다.,1.0,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,7.1.1 시료 100 mL를 250 mL 삼각 플라스크에 취한다.,"7.1  시료전처리 7.1.1 시료 100 mL를 250 mL 삼각 플라스크에 취한다. 7.1.2  시트르산완충용액 4 mL를 넣고 염산(6 M)으로 pH 3으로 맞춘 다음 2,4-디",250,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,～ 5 mL/분의 속도로 흘려준다. 용액이 다 통과한 후에도 약 10 분간 이상 계속 흡,7.1.5  활성화된 고상 카트리지가 건조되기 전에 7.1.3의 용액을 고상 카트리지에 3 ～ 5 mL/분의 속도로 흘려준다. 용액이 다 통과한 후에도 약 10 분간 이상 계속 흡 인하여 건조시킨다.,5,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,7.2.1 정제수 100 mL를 취하여 250 mL 삼각플라스크에 넣은 후 폼알데하이드 표,"7.2  검정곡선의 작성 7.2.1 정제수 100 mL를 취하여 250 mL 삼각플라스크에 넣은 후 폼알데하이드 표 준용액 (1000 mg/L) 0, 25, 50, 100 µL를 그리고 폼알데하이드 표준용액 (100.0",250,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,"준용액 (1000 mg/L) 0, 25, 50, 100 µL를 그리고 폼알데하이드 표준용액 (100.0","7.2.1 정제수 100 mL를 취하여 250 mL 삼각플라스크에 넣은 후 폼알데하이드 표 준용액 (1000 mg/L) 0, 25, 50, 100 µL를 그리고 폼알데하이드 표준용액 (100.0 mg/L) 20, 100 µL를 단계적으로 취하여 시료에 첨가한다. 제조한 검정곡선용 표준",1000,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,"용액의 농도는 시료 중의 농도로 계산하면 0, 0.020, 0.10, 0.25, 0.50, 1.0 mg/L에 해","mg/L) 20, 100 µL를 단계적으로 취하여 시료에 첨가한다. 제조한 검정곡선용 표준 용액의 농도는 시료 중의 농도로 계산하면 0, 0.020, 0.10, 0.25, 0.50, 1.0 mg/L에 해 당되며 필요에 따라 사용하는 표준용액의 농도와 개수를 달리 할 수 있다.",1.0,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,1.0 mL/분,아세토니트릴 : 정제수 (50 : 50) 1.0 mL/분 360 nm,1.0,mL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,20 µL,40  ℃ 20 µL 표 2. 정도관리 목표 값,20,µL
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,0.020 mg/L,정확도 0.020 mg/L 결정계수(R2) ≥ 0.98,0.020,mg
ES 04605.1a 폼알데하이드-고성능액체크로마토그래피.pdf,ES 04001,그림 1. 폼알데하이드의 고성능 액체크로마토그래피 크로마토그램 (250 µg/L),-  11  - 그림 1. 폼알데하이드의 고성능 액체크로마토그래피 크로마토그램 (250 µg/L) -  12  -,250,µg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,1.2.3 이 방법에 의한 지표수 중에 폼알데하이드의 정량한계는 0.010 mg/L이다.,출기로 측정하는 방법이다. 1.2.3 이 방법에 의한 지표수 중에 폼알데하이드의 정량한계는 0.010 mg/L이다. 1.3  간섭 물질,0.010,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"mL/min ～ 4 mL/min, 시료도입부 온도는 150 ℃ ～ 300 ℃, 컬럼온도는 40 ℃ ～","3.1.2 운반기체는 부피백분율 99.999 %이상의 헬륨으로서 (또는 질소) 유량은 0.5 mL/min ～ 4 mL/min, 시료도입부 온도는 150 ℃ ～ 300 ℃, 컬럼온도는 40 ℃ ～ 310 ℃로 승온조작하여 사용한다.",4,mL
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"내부표준용액(5,000 mg/L) 100 µL를 취해 헥산 100 mL에 넣는다.","-  3  - 내부표준용액(5,000 mg/L) 100 µL를 취해 헥산 100 mL에 넣는다. 4.1.8  염화암모늄 (ammonium chloride, NH4Cl, 53.49)","5,000",mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"4.2.1  폼알데하이드 표준원액 (1,000 mg/L)","4.2  표준용액 4.2.1  폼알데하이드 표준원액 (1,000 mg/L) 시판되는 표준원액 (1 mg/mL)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3mL를","1,000",mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"시판되는 표준원액 (1 mg/mL)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3mL를","4.2.1  폼알데하이드 표준원액 (1,000 mg/L) 시판되는 표준원액 (1 mg/mL)을 사용하거나, 포르말린(36.0 % ～ 38.0 %) 3mL를 취해 물로 희석하여 1L로 만든 후 표정하여 정확한 농도를 결정한다.",1,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,4.2.1.1.1  200 mL 삼각플라스크에 0.1M 아황산나트륨용액 25 mL를 취하고 지시,"4.2.1.1 표준원액 제조 시 농도결정 4.2.1.1.1  200 mL 삼각플라스크에 0.1M 아황산나트륨용액 25 mL를 취하고 지시 약으로 로졸산용액 3 방울을 더해, 염산 (1+11)로 용액의 색이 무색이 될 때까지 넣",200,mL
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,4.2.2  폼알데하이드 표준용액 (10.0 mg/L),". 4.2.2  폼알데하이드 표준용액 (10.0 mg/L) 폼알데하이드 표준원액(1,000 mg/L) 1 mL를 100 mL 부피플라스크에 취하고 메탄",10.0,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"폼알데하이드 표준원액(1,000 mg/L) 1 mL를 100 mL 부피플라스크에 취하고 메탄","4.2.2  폼알데하이드 표준용액 (10.0 mg/L) 폼알데하이드 표준원액(1,000 mg/L) 1 mL를 100 mL 부피플라스크에 취하고 메탄 올로 표선까지 채운다. 이 용액 1 mL는 폼알데하이드 0.01 mg을 함유한다.","1,000",mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"폼알데하이드 표준원액(1,000 mg/L) 1 mL를 100 mL 부피플라스크에 취하고 메탄","4.2.2  폼알데하이드 표준용액 (10.0 mg/L) 폼알데하이드 표준원액(1,000 mg/L) 1 mL를 100 mL 부피플라스크에 취하고 메탄 올로 표선까지 채운다. 이 용액 1 mL는 폼알데하이드 0.01 mg을 함유한다.",100,mL
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"4.3.1  내부표준원액 (1,000 mg/L)","4.3  내부표준용액 4.3.1  내부표준원액 (1,000 mg/L) 1,2-디브로모피로판 (1,2-dibromopropane, C3H6Br2, 분자량 : 201.86) 50.0 mg을 취","1,000",mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,4.3.2  내부표준용액 (100.0 mg/L),"다. 4.3.2  내부표준용액 (100.0 mg/L) 1,2-디브로모피로판 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취",100.0,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"1,2-디브로모피로판 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취","4.3.2  내부표준용액 (100.0 mg/L) 1,2-디브로모피로판 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취 하고 헥산으로 표선까지 채운다. 이 용액 1 mL는 1,2-디브로모피로판 0.1 mg을 함","1,000",mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04605,"1,2-디브로모피로판 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취","4.3.2  내부표준용액 (100.0 mg/L) 1,2-디브로모피로판 표준원액 (1,000 mg/L) 10.0 mL를 100 mL 부피플라스크에 취 하고 헥산으로 표선까지 채운다. 이 용액 1 mL는 1,2-디브로모피로판 0.1 mg을 함",100,mL
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04001,"나타낸다. 측정한 방법검출한계는 0.003 mg/L 이하의 값이어야 하고, 정량한계는","6.1.2  표준편차에 3.14 를 곱한 값을 방법검출한계로, 10 을 곱한 값을 정량한계로 나타낸다. 측정한 방법검출한계는 0.003 mg/L 이하의 값이어야 하고, 정량한계는 0.010 mg/L 이하의 값이어야 한다.",0.003,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04001,0.010 mg/L 이하의 값이어야 한다.,"나타낸다. 측정한 방법검출한계는 0.003 mg/L 이하의 값이어야 하고, 정량한계는 0.010 mg/L 이하의 값이어야 한다. 6.2  방법바탕시료의 측정",0.010,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04001,게 전처리․측정하며 측정값은 0.003 mg/L 이하이어야 한다.,blank)를 측정한다. 방법바탕시료는 정제수를 사용하여 7.0항의 실험절차와 동일하 게 전처리․측정하며 측정값은 0.003 mg/L 이하이어야 한다. 6.3  검정곡선의 작성 및 검증,0.003,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04600,를 0.010 ～ 1.0 mg/L로 한다. 그러나 측정값이 이 농도범위를 벗어날 경우에는 시,6.3.2  검정곡선의 직선성을 검증하기 위하여 검정곡선을 작성할 때에는 정량범위 를 0.010 ～ 1.0 mg/L로 한다. 그러나 측정값이 이 농도범위를 벗어날 경우에는 시 료를 묽혀서 다시 분석한다.,1.0,mg
ES 04605.2 폼알데하이드-기체크로마토그래피.pdf,ES 04001,7.1.1 시료 20 mL를 50 mL 분별깔때기에 취한다음 내부표준용액 (100.0 mg/L)을,7.1  전처리 7.1.1 시료 20 mL를 50 mL 분별깔때기에 취한다음 내부표준용액 (100.0 mg/L)을 정확히 50 µL를 취하여 시료에 첨가한다.,50,mL
